,mean,std
Mycobacterium,0.0,0.0
Mobiluncus,0.0,0.0
Gordonia,0.0,0.0
Mycoplasma,0.005741826296149187,0.02472306874953515
Thermosipho,0.0,0.0
Gardnerella,0.0002610042886730192,0.0034626131768080597
Cardiobacterium,0.0,0.0
Lachnospira,0.0,0.0
Sinorhizobium,0.0,0.0
Rikenella,0.0,0.0
Veillonella,0.035957867074541766,0.061232614944015835
Helcococcus,0.0,0.0
Leptotrichia,0.015854358146244953,0.03681819927917448
Rothia,0.014190218448785019,0.03562050192600858
Kingella,0.0013791265983233252,0.01060555983170953
Phascolarctobacterium,0.0,0.0
Coprococcus,0.0,0.0
Streptobacillus,0.0,0.0
Acetivibrio,0.0,0.0
Bilophila,0.0,0.0
Dietzia,0.0,0.0
Dialister,0.002395112795050739,0.007854318120291453
Sutterella,0.0,0.0
Tissierella,0.0001118755943390949,0.0014841974784831472
Brevundimonas,0.0,0.0
Johnsonella,6.943651962426949e-05,0.0009211795293674075
Catonella,0.0034793681003625174,0.014167016237893322
Polynucleobacter,0.0,0.0
Filifactor,0.002543854434511108,0.009164013589571944
Abiotrophia,0.0007117531332931345,0.006166637853026562
Lautropia,0.0,0.0
Mitsuokella,0.00014933174046143503,0.001981109409605261
Chryseobacterium,0.0,0.0
Empedobacter,0.0,0.0
Bergeyella,0.0,0.0
Holdemania,0.0,0.0
Mannheimia,0.0,0.0
Actinobaculum,0.0,0.0
Delftia,0.0,0.0
Centipeda,0.00035048120299767854,0.0031834563435281064
Leclercia,0.0,0.0
Slackia,0.0,0.0
Eggerthella,0.0,0.0
Cryptobacterium,6.551301369221978e-05,0.0008691283412100352
Pedobacter,0.0,0.0
Mogibacterium,0.000326254136292004,0.0025320109950348717
Coprobacillus,0.0,0.0
Collinsella,0.0,0.0
Ensifer,0.0,0.0
Pseudoramibacter,0.0,0.0
Granulicatella,0.005004249248630555,0.029159750057731897
Bulleidia,0.0007231154133945802,0.006764175542849445
Solobacterium,0.005170794006163113,0.012225272536731877
Olsenella,0.0002971295472090531,0.002338813481470589
Catenibacterium,0.0,0.0
Anaeroglobus,0.0007761927732819875,0.004786177164799152
Raoultella,0.0,0.0
Peptoniphilus,0.003018675205467051,0.014834276558758092
Anaerococcus,0.0029682632977397283,0.019926031103307502
Sneathia,0.00037916434821753947,0.003123155575810493
Shuttleworthia,0.00018101484848552938,0.0017023120653763607
Varibaculum,0.00014124293785310735,0.001873799316584976
Dorea,0.0,0.0
Allofustis,0.0,0.0
Tannerella,0.0058140243338669784,0.016390772542599977
Scardovia,0.0,0.0
Parascardovia,0.0,0.0
Tepidiphilus,0.0,0.0
Anaerostipes,0.0,0.0
Morococcus,0.0,0.0
Histophilus,0.0,0.0
Faecalibacterium,0.0,0.0
Ottowia,0.0010758289349843153,0.01427248366380251
Alistipes,7.878400832831525e-05,0.0010451879804210314
Akkermansia,0.0,0.0
Hespellia,0.0,0.0
Anaerotruncus,0.0,0.0
Marvinbryantia,0.0,0.0
Anaerofustis,0.0,0.0
Oribacterium,0.004028727490040034,0.010874107314170094
Catabacter,0.0,0.0
Odoribacter,0.0,0.0
Subdoligranulum,0.0,0.0
Petrimonas,0.0,0.0
Parabacteroides,0.00023215645731625482,0.002280001458530809
Gulbenkiania,0.0,0.0
Barnesiella,0.0,0.0
Aggregatibacter,0.006180121511400555,0.022042096254921005
Alloscardovia,0.0010986562839773758,0.013420428187450328
Lactonifactor,0.0,0.0
Adlercreutzia,0.0,0.0
Oscillibacter,0.0,0.0
Cloacibacillus,0.0,0.0
Sharpea,0.0,0.0
Parvimonas,0.013641019887586148,0.02501481993069323
Blautia,0.0,0.0
Butyricimonas,0.0,0.0
Paraprevotella,0.0,0.0
Parasutterella,0.0,0.0
Butyricicoccus,0.0,0.0
Robinsoniella,0.0,0.0
Pyramidobacter,7.373226846609266e-05,0.0009781690777751295
Gordonibacter,0.0,0.0
Anaerosporobacter,0.0,0.0
Mycobacteroides,0.0,0.0
Necropsobacter,0.0,0.0
Phocaeicola,0.0,0.0
Christensenella,0.0,0.0
Pseudoflavonifractor,0.0,0.0
Murdochiella,0.0,0.0
Lachnoanaerobaculum,0.004863063011552411,0.016209103652270226
Stomatobaculum,0.0029974930949966446,0.010026995189850797
Anaerosphaera,0.0,0.0
Eggerthia,5.9367305345067796e-05,0.000787596306576202
Alloprevotella,0.01965616841493723,0.05303785143198008
Lelliottia,0.0,0.0
Coprobacter,0.0,0.0
Intestinimonas,0.0,0.0
Fusicatenibacter,0.0,0.0
Eisenbergiella,0.0,0.0
Candidatus Stoquefichus,0.0,0.0
Dielma,0.0,0.0
Kallipyga,0.0,0.0
Senegalimassilia,0.0,0.0
Romboutsia,0.0,0.0
Intestinibacter,0.0,0.0
Asaccharospora,0.0,0.0
Erysipelatoclostridium,0.0,0.0
Lachnoclostridium,6.543197142440395e-05,0.0008680531940320205
Tyzzerella,0.0,0.0
Faecalitalea,0.0,0.0
Holdemanella,0.0,0.0
Faecalicoccus,0.0,0.0
Ezakiella,0.0,0.0
Sanguibacteroides,0.0,0.0
Mageeibacillus,0.00014015226598793504,0.0018593299192002765
Hungatella,0.0,0.0
Fenollaria,0.0,0.0
Levyella,0.0,0.0
Faecalibaculum,0.0,0.0
Sellimonas,0.0,0.0
Lawsonella,0.0,0.0
Mycolicibacterium,0.0,0.0
Clostridioides,0.0,0.0
Ruthenibacterium,0.0,0.0
Gabonibacter,0.0,0.0
Pseudopropionibacterium,0.0012065665628954916,0.012999442828853413
Peptoanaerobacter,0.0015366442444057634,0.0111838742059513
Gabonia,0.0,0.0
Bariatricus,0.0,0.0
Neglecta,0.0,0.0
Emergencia,0.0,0.0
Culturomica,0.0,0.0
Mediterranea,0.0,0.0
Phocea,0.0,0.0
Prevotellamassilia,0.0,0.0
Traorella,0.0,0.0
Tidjanibacter,0.0,0.0
Bittarella,0.0,0.0
Neofamilia,0.0,0.0
Angelakisella,0.0,0.0
Libanicoccus,0.0,0.0
Merdibacter,0.0,0.0
Massilioclostridium,0.0,0.0
Criibacterium,0.0,0.0
Fournierella,0.0,0.0
Lagierella,0.0,0.0
Urmitella,0.0,0.0
Colibacter,0.0,0.0
Alterileibacterium,0.0,0.0
Negativibacillus,0.0,0.0
Duodenibacillus,0.0,0.0
